Selegiline	Selegiline	s040204050	NN	B-NP	B-Chemical
criteria	criterion	c603060	NNS	I-NP	O
for	for	f060	IN	B-PP	O
use	use	u200	NN	B-NP	O
in	in	i500	IN	B-PP	O
this	this	t020	DT	B-NP	O
method	method	m0303	NN	I-NP	O
.	.	.000	.	O	O

Intracranial	Intracranial	i5360260504	JJ	B-NP	B-Disease
aneurysms	aneurysm	a5060252	NNS	I-NP	I-Disease
and	and	a530	CC	O	O
cocaine	cocaine	c02050	NN	B-NP	B-Disease
abuse	abuse	a1020	NN	I-NP	I-Disease
:	:	:000	:	O	O
analysis	analysis	a5040202	NN	B-NP	O
of	of	o100	IN	B-PP	O
prognostic	prognostic	p602502302	JJ	B-NP	O
indicators	indicator	i530203062	NNS	I-NP	O
.	.	.000	.	O	O

OBJECTIVE	OBJECTIVE	o12023010	NN	B-NP	O
:	:	:000	:	O	O
The	The	t000	DT	B-NP	O
outcome	outcome	o032050	NN	I-NP	O
of	of	o100	IN	B-PP	O
subarachnoid	subarachnoid	s0106020503	JJ	B-NP	B-Disease
hemorrhage	hemorrhage	h0506020	NN	I-NP	I-Disease
associated	associate	a2020303	VBN	B-VP	O
with	with	w030	IN	B-PP	O
cocaine	cocaine	c02050	NN	B-NP	B-Disease
abuse	abuse	a1020	NN	I-NP	I-Disease
is	be	i200	VBZ	B-VP	O
reportedly	reportedly	r010630340	RB	B-ADJP	O
poor	poor	p060	JJ	I-ADJP	O
.	.	.000	.	O	O

However	However	h0106	RB	B-ADVP	O
,	,	,000	,	O	O
no	no	n000	DT	B-NP	O
study	study	s3030	NN	I-NP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
literature	literature	l030603060	NN	I-NP	O
has	have	h020	VBZ	B-VP	O
reported	report	r0106303	VBN	I-VP	O
the	the	t000	DT	B-NP	O
use	use	u200	NN	I-NP	O
of	of	o100	IN	B-PP	O
a	a	a000	DT	B-NP	O
statistical	statistical	s3030230204	JJ	I-NP	O
model	model	m0304	NN	I-NP	O
to	to	t000	TO	B-VP	O
analyze	analyze	a504020	VB	I-VP	O
the	the	t000	DT	B-NP	O
variables	variable	v0601402	NNS	I-NP	O
that	that	t030	WDT	B-NP	O
influence	influence	i5140520	VBP	B-VP	O
outcome	outcome	o032050	NN	B-NP	O
.	.	.000	.	O	O

METHODS	METHODS	m03032	NNS	B-NP	O
:	:	:000	:	O	O
A	A	a000	DT	B-NP	O
review	review	r010	NN	I-NP	O
of	of	o100	IN	B-PP	O
admissions	admission	a3502052	NNS	B-NP	O
during	during	d06052	IN	B-PP	O
a	a	a000	DT	B-NP	O
6	6	6000	CD	I-NP	O
-	-	-000	HYPH	I-NP	O
year	year	y060	NN	I-NP	O
period	period	p0603	NN	I-NP	O
revealed	reveal	r010403	VBD	B-VP	O
14	14	0000	CD	B-NP	O
patients	patient	p030532	NNS	I-NP	O
with	with	w030	IN	B-PP	O
cocaine	cocaine	c02050	NN	B-NP	B-Chemical
-	-	-000	HYPH	B-NP	O
related	relate	r040303	VBN	I-NP	O
aneurysms	aneurysm	a5060252	NNS	I-NP	B-Disease
.	.	.000	.	O	O

This	This	t020	DT	B-NP	O
group	group	g601	NN	I-NP	O
was	be	w020	VBD	B-VP	O
compared	compare	c0510603	VBN	I-VP	O
with	with	w030	IN	B-PP	O
a	a	a000	DT	B-NP	O
control	control	c053604	NN	I-NP	O
group	group	g601	NN	I-NP	O
of	of	o100	IN	B-PP	O
135	135	0000	CD	B-NP	O
patients	patient	p030532	NNS	I-NP	O
with	with	w030	IN	B-PP	O
ruptured	ruptured	r0130603	JJ	B-NP	B-Disease
aneurysms	aneurysm	a5060252	NNS	I-NP	I-Disease
and	and	a530	CC	O	O
no	no	n000	DT	B-NP	O
history	history	h023060	NN	I-NP	O
of	of	o100	IN	B-PP	O
cocaine	cocaine	c02050	NN	B-NP	B-Disease
abuse	abuse	a1020	NN	I-NP	I-Disease
.	.	.000	.	O	O

Age	Age	a200	NN	B-NP	O
at	at	a300	IN	B-PP	O
presentation	presentation	p6020530305	NN	B-NP	O
,	,	,000	,	O	O
time	time	t050	NN	B-NP	O
of	of	o100	IN	B-PP	O
ictus	ictus	i2302	NN	B-NP	O
after	after	a1306	IN	B-PP	O
intoxication	intoxication	i5302020305	NN	B-NP	O
,	,	,000	,	O	O
Hunt	Hunt	h053	NNP	B-NP	O
and	and	a530	CC	I-NP	O
Hess	Hess	h020	NNP	I-NP	O
grade	grade	g6030	NN	I-NP	O
of	of	o100	IN	B-PP	O
subarachnoid	subarachnoid	s0106020503	JJ	B-NP	B-Disease
hemorrhage	hemorrhage	h0506020	NN	I-NP	I-Disease
,	,	,000	,	O	O
size	size	s020	NN	B-NP	O
of	of	o100	IN	B-PP	O
the	the	t000	DT	B-NP	O
aneurysm	aneurysm	a506025	NN	I-NP	B-Disease
,	,	,000	,	O	O
location	location	l020305	NN	B-NP	O
of	of	o100	IN	B-PP	O
the	the	t000	DT	B-NP	O
aneurysm	aneurysm	a506025	NN	I-NP	B-Disease
,	,	,000	,	O	O
and	and	a530	CC	O	O
the	the	t000	DT	B-NP	O
Glasgow	Glasgow	g4020	NNP	I-NP	O
Outcome	Outcome	o032050	NNP	I-NP	O
Scale	Scale	s2040	NNP	I-NP	O
score	score	s2060	NN	I-NP	O
were	be	w060	VBD	B-VP	O
assessed	assess	a20203	VBN	I-VP	O
and	and	a530	CC	O	O
compared	compare	c0510603	VBN	B-VP	O
.	.	.000	.	O	O

RESULTS	RESULTS	r020432	NNS	B-NP	O
:	:	:000	:	O	O
The	The	t000	DT	B-NP	O
patients	patient	p030532	NNS	I-NP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
study	study	s3030	NN	I-NP	O
group	group	g601	NN	I-NP	O
were	be	w060	VBD	B-VP	O
significantly	significantly	s025010205340	RB	B-ADJP	O
younger	young	y05206	JJR	I-ADJP	O
than	than	t050	IN	B-PP	O
the	the	t000	DT	B-NP	O
patients	patient	p030532	NNS	I-NP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
control	control	c053604	NN	I-NP	O
group	group	g601	NN	I-NP	O
(	(	(000	(	O	O
P	P	p000	NN	B-NP	O
<	<	<000	SYM	B-ADJP	O
0	0	0000	CD	B-NP	O
.	.	.000	.	I-NP	O
002	002	0000	CD	I-NP	O
)	)	)000	)	O	O
.	.	.000	.	O	O

In	In	i500	IN	B-PP	O
patients	patient	p030532	NNS	B-NP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
study	study	s3030	NN	I-NP	O
group	group	g601	NN	I-NP	O
,	,	,000	,	O	O
all	all	a400	DT	B-NP	O
aneurysms	aneurysm	a5060252	NNS	I-NP	B-Disease
were	be	w060	VBD	B-VP	O
located	locate	l020303	VBN	I-VP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
anterior	anterior	a530606	JJ	I-NP	O
circulation	circulation	c062040305	NN	I-NP	O
.	.	.000	.	O	O

The	The	t000	DT	B-NP	O
majority	majority	m0206030	NN	I-NP	O
of	of	o100	IN	B-PP	O
these	these	t020	DT	B-NP	O
aneurysms	aneurysm	a5060252	NNS	I-NP	B-Disease
were	be	w060	VBD	B-VP	O
smaller	small	s50406	JJR	B-ADJP	O
than	than	t050	IN	B-PP	O
those	those	t020	DT	B-NP	O
of	of	o100	IN	B-PP	O
the	the	t000	DT	B-NP	O
control	control	c053604	NN	I-NP	O
group	group	g601	NN	I-NP	O
(	(	(000	(	O	O
8	8	8000	CD	B-NP	O
+	+	+000	SYM	O	O
/	/	/000	SYM	O	O
-	-	-000	SYM	O	O
6	6	6000	CD	B-NP	O
.	.	.000	SYM	I-NP	O
08	08	0000	CD	I-NP	O
mm	mm	m500	NN	I-NP	O
versus	versus	v06202	IN	B-PP	O
11	11	0000	CD	B-NP	O
+	+	+000	SYM	O	O
/	/	/000	SYM	O	O
-	-	-000	SYM	B-NP	O
5	5	5000	CD	B-NP	O
.	.	.000	.	I-NP	O
4	4	4000	CD	I-NP	O
mm	mm	m500	NN	I-NP	O
;	;	;000	:	O	O
P	P	p000	NN	B-NP	O
=	=	=000	SYM	B-VP	O
0	0	0000	CD	B-NP	O
.	.	.000	SYM	I-NP	O
05	05	0000	CD	I-NP	O
)	)	)000	)	O	O
.	.	.000	.	O	O

The	The	t000	DT	B-NP	O
differences	difference	d010605202	NNS	I-NP	O
in	in	i500	IN	B-PP	O
mortality	mortality	m06304030	NN	B-NP	O
and	and	a530	CC	I-NP	O
morbidity	morbidity	m06103030	NN	I-NP	O
between	between	b0305	IN	B-PP	O
the	the	t000	DT	B-NP	O
two	two	t000	CD	I-NP	O
groups	group	g6012	NNS	I-NP	O
were	be	w060	VBD	B-VP	O
not	not	n030	RB	O	O
significant	significant	s0250102053	JJ	B-ADJP	O
.	.	.000	.	O	O

Hunt	Hunt	h053	NNP	B-NP	O
and	and	a530	CC	I-NP	O
Hess	Hess	h020	NNP	I-NP	O
grade	grade	g6030	NN	I-NP	O
(	(	(000	(	O	O
P	P	p000	NN	B-NP	O
<	<	<000	SYM	B-ADJP	O
0	0	0000	CD	B-NP	O
.	.	.000	.	I-NP	O
005	005	0000	CD	I-NP	O
)	)	)000	)	O	O
and	and	a530	CC	O	O
age	age	a200	NN	B-NP	O
(	(	(000	(	O	O
P	P	p000	NN	B-NP	O
<	<	<000	SYM	B-ADJP	O
0	0	0000	CD	B-NP	O
.	.	.000	.	I-NP	O
007	007	0000	CD	I-NP	O
)	)	)000	)	O	O
were	be	w060	VBD	B-VP	O
significant	significant	s0250102053	JJ	B-NP	O
predictors	predictor	p603023062	NNS	I-NP	O
of	of	o100	IN	B-PP	O
outcome	outcome	o032050	NN	B-NP	O
for	for	f060	IN	B-PP	O
the	the	t000	DT	B-NP	O
patients	patient	p030532	NNS	I-NP	O
with	with	w030	IN	B-PP	O
cocaine	cocaine	c02050	NN	B-NP	B-Chemical
-	-	-000	HYPH	B-NP	O
related	relate	r040303	VBN	I-NP	O
aneurysms	aneurysm	a5060252	NNS	I-NP	B-Disease
.	.	.000	.	O	O

CONCLUSION	CONCLUSION	c05240205	NN	B-NP	O
:	:	:000	:	O	O
Cocaine	Cocaine	c02050	NN	B-NP	B-Chemical
use	use	u200	NN	I-NP	O
predisposed	predispose	p6030210203	VBD	B-VP	O
aneurysmal	aneurysmal	a50602504	JJ	B-NP	B-Disease
rupture	rupture	r013060	NN	I-NP	I-Disease
at	at	a300	IN	B-PP	O
a	a	a000	DT	B-NP	O
significantly	significantly	s025010205340	RB	I-NP	O
earlier	early	e06406	JJR	I-NP	O
age	age	a200	NN	I-NP	O
and	and	a530	CC	B-PP	O
in	in	i500	IN	B-PP	O
much	much	m020	RB	B-NP	O
smaller	small	s50406	JJR	I-NP	O
aneurysms	aneurysm	a5060252	NNS	I-NP	B-Disease
.	.	.000	.	O	O

Contrary	Contrary	c0536060	JJ	B-ADVP	O
to	to	t000	TO	B-PP	O
the	the	t000	DT	B-NP	O
published	publish	p0140203	VBN	I-NP	O
literature	literature	l030603060	NN	I-NP	O
,	,	,000	,	O	O
this	this	t020	DT	B-NP	O
group	group	g601	NN	I-NP	O
did	do	d030	VBD	B-VP	O
reasonably	reasonably	r02050140	RB	B-ADVP	O
well	well	w040	RB	I-ADVP	O
with	with	w030	IN	B-PP	O
aggressive	aggressive	a2602010	JJ	B-NP	O
management	management	m050205053	NN	I-NP	O
.	.	.000	.	O	O

Effect	Effect	e1023	NN	B-NP	O
of	of	o100	IN	B-PP	O
intravenous	intravenous	i536010502	JJ	B-NP	O
nimodipine	nimodipine	n050301050	NN	I-NP	B-Chemical
on	on	o500	IN	B-PP	O
blood	blood	b403	NN	B-NP	O
pressure	pressure	p602060	NN	I-NP	O
and	and	a530	CC	I-NP	O
outcome	outcome	o032050	NN	I-NP	O
after	after	a1306	IN	B-PP	O
acute	acute	a2030	JJ	B-NP	B-Disease
stroke	stroke	s36020	NN	I-NP	I-Disease
.	.	.000	.	O	O

BACKGROUND	BACKGROUND	b026053	NN	B-NP	O
AND	AND	a530	CC	I-NP	O
PURPOSE	PURPOSE	p061020	NN	I-NP	O
:	:	:000	:	O	O
The	The	t000	DT	B-NP	O
Intravenous	Intravenous	i536010502	JJ	I-NP	O
Nimodipine	Nimodipine	n050301050	NNP	I-NP	B-Chemical
West	West	w023	NNP	I-NP	O
European	European	e060105	NNP	I-NP	O
Stroke	Stroke	s36020	NNP	I-NP	B-Disease
Trial	Trial	t604	NNP	I-NP	O
(	(	(000	(	O	O
INWEST	INWEST	i5023	NN	B-NP	O
)	)	)000	)	O	O
found	find	f053	VBD	B-VP	O
a	a	a000	DT	B-NP	O
correlation	correlation	c06040305	NN	I-NP	O
between	between	b0305	IN	B-PP	O
nimodipine	nimodipine	n050301050	NN	B-NP	B-Chemical
-	-	-000	HYPH	B-NP	O
induced	induce	i530203	VBN	I-NP	O
reduction	reduction	r0302305	NN	I-NP	B-Disease
in	in	i500	IN	B-PP	I-Disease
blood	blood	b403	NN	B-NP	I-Disease
pressure	pressure	p602060	NN	I-NP	I-Disease
(	(	(000	(	O	O
BP	BP	b100	NN	B-NP	O
)	)	)000	)	O	O
and	and	a530	CC	O	O
an	an	a500	DT	B-NP	O
unfavorable	unfavorable	u5101060140	JJ	I-NP	O
outcome	outcome	o032050	NN	I-NP	O
in	in	i500	IN	B-PP	O
acute	acute	a2030	JJ	B-NP	B-Disease
stroke	stroke	s36020	NN	I-NP	I-Disease
.	.	.000	.	O	O

We	We	w000	PRP	B-NP	O
sought	seek	s0203	VBD	B-VP	O
to	to	t000	TO	I-VP	O
confirm	confirm	c051065	VB	I-VP	O
this	this	t020	DT	B-NP	O
correlation	correlation	c06040305	NN	I-NP	O
with	with	w030	IN	B-PP	O
and	and	a530	CC	B-PP	O
without	without	w0303	IN	B-PP	O
adjustment	adjustment	a320235053	NN	B-NP	O
for	for	f060	IN	B-PP	O
prognostic	prognostic	p602502302	JJ	B-NP	O
variables	variable	v0601402	NNS	I-NP	O
and	and	a530	CC	O	O
to	to	t000	TO	B-VP	O
investigate	investigate	i5102302030	VB	I-VP	O
outcome	outcome	o032050	NN	B-NP	O
in	in	i500	IN	B-PP	O
subgroups	subgroup	s0126012	NNS	B-NP	O
with	with	w030	IN	B-PP	O
increasing	increase	i52602052	VBG	B-NP	O
levels	level	l01042	NNS	I-NP	O
of	of	o100	IN	B-PP	O
BP	BP	b100	NN	B-NP	B-Disease
reduction	reduction	r0302305	NN	I-NP	I-Disease
.	.	.000	.	O	O

METHODS	METHODS	m03032	NNS	B-NP	O
:	:	:000	:	O	O
Patients	Patient	p030532	NNS	B-NP	O
with	with	w030	IN	B-PP	O
a	a	a000	DT	B-NP	O
clinical	clinical	c4050204	JJ	I-NP	O
diagnosis	diagnosis	d0250202	NN	I-NP	O
of	of	o100	IN	B-PP	O
ischemic	ischemic	i20502	JJ	B-NP	B-Disease
stroke	stroke	s36020	NN	I-NP	I-Disease
(	(	(000	(	O	O
within	within	w0305	IN	B-PP	O
24	24	0000	CD	B-NP	O
hours	hour	h062	NNS	I-NP	O
)	)	)000	)	O	O
were	be	w060	VBD	B-VP	O
consecutively	consecutively	c052020301040	RB	I-VP	O
allocated	allocate	a4020303	VBN	I-VP	O
to	to	t000	TO	I-VP	O
receive	receive	r02010	VB	I-VP	O
placebo	placebo	p402010	NN	B-NP	O
(	(	(000	(	O	O
n	n	n000	NN	B-NP	O
=	=	=000	SYM	B-VP	O
100	100	0000	CD	B-NP	O
)	)	)000	)	O	O
,	,	,000	,	O	O
1	1	1000	CD	B-NP	O
mg	mg	m200	NN	I-NP	O
/	/	/000	SYM	B-NP	O
h	h	h000	NN	I-NP	O
(	(	(000	(	O	O
low	low	l000	JJ	B-NP	O
-	-	-000	HYPH	I-NP	O
dose	dose	d020	NN	I-NP	O
)	)	)000	)	O	O
nimodipine	nimodipine	n050301050	NN	B-NP	B-Chemical
(	(	(000	(	O	O
n	n	n000	NN	B-NP	O
=	=	=000	SYM	B-VP	O
101	101	0000	CD	B-NP	O
)	)	)000	)	O	O
,	,	,000	,	O	O
or	or	o600	CC	O	O
2	2	2000	CD	B-NP	O
mg	mg	m200	NN	I-NP	O
/	/	/000	SYM	B-NP	O
h	h	h000	NN	I-NP	O
(	(	(000	(	O	O
high	high	h020	JJ	B-NP	O
-	-	-000	HYPH	I-NP	O
dose	dose	d020	NN	I-NP	O
)	)	)000	)	O	O
nimodipine	nimodipine	n050301050	NN	B-NP	B-Chemical
(	(	(000	(	O	O
n	n	n000	NN	B-NP	O
=	=	=000	SYM	B-VP	O
94	94	0000	CD	B-NP	O
)	)	)000	)	O	O
.	.	.000	.	O	O

The	The	t000	DT	B-NP	O
correlation	correlation	c06040305	NN	I-NP	O
between	between	b0305	IN	B-PP	O
average	average	a106020	JJ	B-NP	O
BP	BP	b100	NN	I-NP	O
change	change	c0520	NN	I-NP	O
during	during	d06052	IN	B-PP	O
the	the	t000	DT	B-NP	O
first	first	f0623	JJ	I-NP	O
2	2	2000	CD	I-NP	O
days	day	d020	NNS	I-NP	O
and	and	a530	CC	O	O
the	the	t000	DT	B-NP	O
outcome	outcome	o032050	NN	I-NP	O
at	at	a300	IN	B-PP	O
day	day	d000	NN	B-NP	O
21	21	0000	CD	I-NP	O
was	be	w020	VBD	B-VP	O
analyzed	analyze	a5040203	VBN	I-VP	O
.	.	.000	.	O	O

RESULTS	RESULTS	r020432	NNS	B-NP	O
:	:	:000	:	O	O
Two	Two	t000	CD	B-NP	O
hundred	hundred	h053603	CD	I-NP	O
sixty	sixty	s0230	CD	I-NP	O
-	-	-000	HYPH	B-NP	O
five	five	f010	CD	I-NP	O
patients	patient	p030532	NNS	I-NP	O
were	be	w060	VBD	B-VP	O
included	include	i5240303	VBN	I-VP	O
in	in	i500	IN	B-PP	O
this	this	t020	DT	B-NP	O
analysis	analysis	a5040202	NN	I-NP	O
(	(	(000	(	O	O
n	n	n000	NN	B-NP	O
=	=	=000	SYM	B-VP	O
92	92	0000	CD	B-NP	O
,	,	,000	,	O	O
93	93	0000	CD	B-NP	O
,	,	,000	,	O	O
and	and	a530	CC	O	O
80	80	0000	CD	B-NP	O
for	for	f060	IN	B-PP	O
placebo	placebo	p402010	NN	B-NP	O
,	,	,000	,	O	O
low	low	l000	JJ	B-NP	O
dose	dose	d020	NN	I-NP	O
,	,	,000	,	O	O
and	and	a530	CC	O	O
high	high	h020	JJ	B-NP	O
dose	dose	d020	NN	I-NP	O
,	,	,000	,	O	O
respectively	respectively	r02102301040	RB	B-ADVP	O
)	)	)000	)	O	O
.	.	.000	.	O	O

Nimodipine	Nimodipine	n050301050	NN	B-NP	B-Chemical
treatment	treatment	t6035053	NN	I-NP	O
resulted	result	r0204303	VBD	B-VP	O
in	in	i500	IN	B-PP	O
a	a	a000	DT	B-NP	O
statistically	statistically	s30302302040	RB	I-NP	O
significant	significant	s0250102053	JJ	I-NP	O
reduction	reduction	r0302305	NN	I-NP	B-Disease
in	in	i500	IN	B-PP	I-Disease
systolic	systolic	s0230402	JJ	B-NP	I-Disease
BP	BP	b100	NN	I-NP	I-Disease
(	(	(000	(	O	O
SBP	SBP	s100	NN	B-NP	O
)	)	)000	)	O	O
and	and	a530	CC	O	O
diastolic	diastolic	d0230402	JJ	B-NP	O
BP	BP	b100	NN	I-NP	O
(	(	(000	(	O	O
DBP	DBP	d100	NN	B-NP	O
)	)	)000	)	O	O
from	from	f605	IN	B-PP	O
baseline	baseline	b0204050	NN	B-NP	O
compared	compare	c0510603	VBN	B-PP	O
with	with	w030	IN	B-PP	O
placebo	placebo	p402010	NN	B-NP	O
during	during	d06052	IN	B-PP	O
the	the	t000	DT	B-NP	O
first	first	f0623	JJ	I-NP	O
few	few	f000	JJ	I-NP	O
days	day	d020	NNS	I-NP	O
.	.	.000	.	O	O

In	In	i500	IN	B-PP	O
multivariate	multivariate	m0430106030	JJ	B-NP	O
analysis	analysis	a5040202	NN	I-NP	O
,	,	,000	,	O	O
a	a	a000	DT	B-NP	O
significant	significant	s0250102053	JJ	I-NP	O
correlation	correlation	c06040305	NN	I-NP	O
between	between	b0305	IN	B-PP	O
DBP	DBP	d100	NN	B-NP	B-Disease
reduction	reduction	r0302305	NN	I-NP	I-Disease
and	and	a530	CC	O	O
worsening	worsen	w06205052	VBG	B-VP	O
of	of	o100	IN	B-PP	O
the	the	t000	DT	B-NP	O
neurological	neurological	n0604020204	JJ	I-NP	O
score	score	s2060	NN	I-NP	O
was	be	w020	VBD	B-VP	O
found	find	f053	VBN	I-VP	O
for	for	f060	IN	B-PP	O
the	the	t000	DT	B-NP	O
high	high	h020	JJ	I-NP	O
-	-	-000	HYPH	I-NP	O
dose	dose	d020	NN	I-NP	O
group	group	g601	NN	I-NP	O
(	(	(000	(	O	O
beta	beta	b030	SYM	B-NP	O
=	=	=000	SYM	B-VP	O
0	0	0000	CD	B-NP	O
.	.	.000	SYM	I-NP	O
49	49	0000	CD	I-NP	O
,	,	,000	,	O	O
P	P	p000	NN	B-NP	O
=	=	=000	SYM	B-VP	O
0	0	0000	CD	B-NP	O
.	.	.000	SYM	I-NP	O
048	048	0000	CD	I-NP	O
)	)	)000	)	O	O
.	.	.000	.	O	O

Patients	Patient	p030532	NNS	B-NP	O
with	with	w030	IN	B-PP	O
a	a	a000	DT	B-NP	O
DBP	DBP	d100	NN	I-NP	B-Disease
reduction	reduction	r0302305	NN	I-NP	I-Disease
of	of	o100	IN	B-PP	O
>	>	>000	SYM	B-NP	O
or	or	o600	CC	O	O
=	=	=000	SYM	B-VP	O
20	20	0000	CD	B-NP	O
%	%	%000	NN	I-NP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
high	high	h020	JJ	I-NP	O
-	-	-000	HYPH	I-NP	O
dose	dose	d020	NN	I-NP	O
group	group	g601	NN	I-NP	O
had	have	h030	VBD	B-VP	O
a	a	a000	DT	B-NP	O
significantly	significantly	s025010205340	RB	I-NP	O
increased	increase	i5260203	VBN	I-NP	O
adjusted	adjust	a3202303	VBN	I-NP	O
OR	OR	o600	NN	I-NP	O
for	for	f060	IN	B-PP	O
the	the	t000	DT	B-NP	O
compound	compound	c051053	NN	I-NP	O
outcome	outcome	o032050	NN	I-NP	O
variable	variable	v060140	JJ	I-NP	O
death	death	d030	NN	I-NP	B-Disease
or	or	o600	CC	I-NP	O
dependency	dependency	d010530520	NN	I-NP	O
(	(	(000	(	O	O
Barthel	Barthel	b06304	NNP	B-NP	O
Index	Index	i5302	NNP	I-NP	O
<	<	<000	SYM	B-NP	O
60	60	0000	CD	I-NP	O
)	)	)000	)	O	O
(	(	(000	(	O	O
n	n	n000	NN	B-NP	O
/	/	/000	SYM	O	O
N	N	n000	NN	B-NP	O
=	=	=000	SYM	B-VP	O
25	25	0000	CD	B-NP	O
/	/	/000	SYM	O	O
26	26	0000	CD	B-NP	O
,	,	,000	,	O	O
OR	OR	o600	NN	B-NP	O
10	10	0000	CD	I-NP	O
.	.	.000	.	O	O
16	16	0000	CD	B-NP	O
,	,	,000	,	O	O
95	95	0000	CD	B-NP	O
%	%	%000	NN	I-NP	O
CI	CI	c000	NN	I-NP	O
1	1	1000	CD	I-NP	O
.	.	.000	.	I-NP	O
02	02	0000	CD	I-NP	O
to	to	t000	TO	B-PP	O
101	101	0000	CD	B-NP	O
.	.	.000	.	I-NP	O
74	74	0000	CD	I-NP	O
)	)	)000	)	O	O
and	and	a530	CC	O	O
death	death	d030	NN	B-NP	B-Disease
alone	alone	a4050	RB	B-ADVP	O
(	(	(000	(	O	O
n	n	n000	NN	B-NP	O
/	/	/000	SYM	O	O
N	N	n000	NN	B-NP	O
=	=	=000	SYM	B-VP	O
9	9	9000	CD	B-NP	O
/	/	/000	SYM	O	O
26	26	0000	CD	B-NP	O
,	,	,000	,	O	O
OR	OR	o600	NN	B-NP	O
4	4	4000	CD	I-NP	O
.	.	.000	.	I-NP	O
336	336	0000	CD	I-NP	O
,	,	,000	,	I-NP	O
95	95	0000	CD	I-NP	O
%	%	%000	NN	I-NP	O
CI	CI	c000	NN	I-NP	O
1	1	1000	CD	I-NP	O
.	.	.000	.	O	O
131	131	0000	CD	B-NP	O
16	16	0000	CD	I-NP	O
.	.	.000	.	O	O
619	619	0000	CD	O	O
)	)	)000	)	O	O
compared	compare	c0510603	VBN	B-PP	O
with	with	w030	IN	B-PP	O
all	all	a400	DT	B-NP	O
placebo	placebo	p402010	NN	I-NP	O
patients	patient	p030532	NNS	I-NP	O
(	(	(000	(	O	O
n	n	n000	NN	B-NP	O
/	/	/000	SYM	I-NP	O
N	N	n000	NN	I-NP	O
=	=	=000	SYM	B-VP	O
62	62	0000	CD	B-NP	O
/	/	/000	SYM	B-NP	O
92	92	0000	CD	I-NP	O
and	and	a530	CC	I-NP	O
14	14	0000	CD	I-NP	O
/	/	/000	SYM	I-NP	O
92	92	0000	CD	I-NP	O
,	,	,000	,	O	O
respectively	respectively	r02102301040	RB	B-ADVP	O
)	)	)000	)	O	O
.	.	.000	.	O	O

There	There	t060	EX	B-NP	O
was	be	w020	VBD	B-VP	O
no	no	n000	DT	B-NP	O
correlation	correlation	c06040305	NN	I-NP	O
between	between	b0305	IN	B-PP	O
SBP	SBP	s100	NN	B-NP	O
change	change	c0520	NN	I-NP	O
and	and	a530	CC	I-NP	O
outcome	outcome	o032050	NN	I-NP	O
.	.	.000	.	O	O

CONCLUSIONS	CONCLUSIONS	c052402052	NNS	B-NP	O
:	:	:000	:	O	O
DBP	DBP	d100	NN	B-NP	O
,	,	,000	,	O	O
but	but	b030	CC	O	O
not	not	n030	RB	O	O
SBP	SBP	s100	NN	B-NP	O
,	,	,000	,	O	O
reduction	reduction	r0302305	NN	B-NP	O
was	be	w020	VBD	B-VP	O
associated	associate	a2020303	VBN	I-VP	O
with	with	w030	IN	B-PP	O
neurological	neurological	n0604020204	JJ	B-NP	O
worsening	worsen	w06205052	VBG	I-NP	O
after	after	a1306	IN	B-PP	O
the	the	t000	DT	B-NP	O
intravenous	intravenous	i536010502	JJ	I-NP	O
administration	administration	a350502360305	NN	I-NP	O
of	of	o100	IN	B-PP	O
high	high	h020	JJ	B-NP	O
-	-	-000	HYPH	I-NP	O
dose	dose	d020	NN	I-NP	O
nimodipine	nimodipine	n050301050	NN	I-NP	B-Chemical
after	after	a1306	IN	B-PP	O
acute	acute	a2030	JJ	B-NP	B-Disease
stroke	stroke	s36020	NN	I-NP	I-Disease
.	.	.000	.	O	O

For	For	f060	IN	B-PP	O
low	low	l000	JJ	B-NP	O
-	-	-000	HYPH	I-NP	O
dose	dose	d020	NN	I-NP	O
nimodipine	nimodipine	n050301050	NN	I-NP	B-Chemical
,	,	,000	,	O	O
the	the	t000	DT	B-NP	O
results	result	r020432	NNS	I-NP	O
were	be	w060	VBD	B-VP	O
not	not	n030	RB	O	O
conclusive	conclusive	c052402010	JJ	B-ADJP	O
.	.	.000	.	O	O

These	These	t020	DT	B-NP	O
results	result	r020432	NNS	I-NP	O
do	do	d000	VBP	B-VP	O
not	not	n030	RB	I-VP	O
confirm	confirm	c051065	VB	I-VP	O
or	or	o600	CC	I-VP	O
exclude	exclude	e24030	VB	I-VP	O
a	a	a000	DT	B-NP	O
neuroprotective	neuroprotective	n0601603023010	JJ	I-NP	O
property	property	p6010630	NN	I-NP	O
of	of	o100	IN	B-PP	O
nimodipine	nimodipine	n050301050	NN	B-NP	B-Chemical
.	.	.000	.	O	O

Neonatal	Neonatal	n050304	JJ	B-NP	O
pyridoxine	pyridoxine	p060302050	NN	I-NP	B-Chemical
responsive	responsive	r021052010	JJ	I-NP	O
convulsions	convulsion	c051042052	NNS	I-NP	B-Disease
