an	an	a500	DT	B-NP	O
increase	increase	i526020	NN	I-NP	O
of	of	o100	IN	B-PP	O
1	1	1000	CD	B-NP	O
.	.	.000	.	O	O
0	0	0000	CD	B-NP	O
mg	mg	m200	NN	I-NP	O
per	per	p060	IN	B-PP	O
deciliter	deciliter	d02040306	NN	B-NP	O
or	or	o600	CC	O	O
more	more	m060	JJR	B-NP	O
,	,	,000	,	O	O
and	and	a530	CC	O	O
a	a	a000	DT	B-NP	O
change	change	c0520	NN	I-NP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
creatinine	creatinine	c60305050	NN	I-NP	B-Chemical
concentration	concentration	c05205360305	NN	I-NP	O
from	from	f605	IN	B-PP	O
day	day	d000	NN	B-NP	O
0	0	0000	CD	I-NP	O
to	to	t000	TO	B-PP	O
day	day	d000	NN	B-NP	O
7	7	7000	CD	I-NP	O
.	.	.000	.	O	O

RESULTS	RESULTS	r020432	NNS	B-NP	O
:	:	:000	:	O	O
The	The	t000	DT	B-NP	O
creatinine	creatinine	c60305050	NN	I-NP	B-Chemical
concentration	concentration	c05205360305	NN	I-NP	O
increased	increase	i5260203	VBD	B-VP	O
significantly	significantly	s025010205340	RB	B-ADJP	O
less	less	l020	JJR	I-ADJP	O
in	in	i500	IN	B-PP	O
patients	patient	p030532	NNS	B-NP	O
who	who	w000	WP	B-NP	O
received	receive	r020103	VBD	B-VP	O
iodixanol	iodixanol	i03020504	NN	B-NP	B-Chemical
.	.	.000	.	O	O

From	From	f605	IN	B-PP	O
day	day	d000	NN	B-NP	O
0	0	0000	CD	I-NP	O
to	to	t000	TO	B-PP	O
day	day	d000	NN	B-NP	O
3	3	3000	CD	I-NP	O
,	,	,000	,	O	O
the	the	t000	DT	B-NP	O
mean	mean	m050	JJ	I-NP	O
peak	peak	p020	JJ	I-NP	O
increase	increase	i526020	NN	I-NP	O
in	in	i500	IN	B-PP	O
creatinine	creatinine	c60305050	NN	B-NP	B-Chemical
was	be	w020	VBD	B-VP	O
0	0	0000	CD	B-NP	O
.	.	.000	.	O	O
13	13	0000	CD	B-NP	O
mg	mg	m200	NN	I-NP	O
per	per	p060	IN	B-PP	O
deciliter	deciliter	d02040306	NN	B-NP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
iodixanol	iodixanol	i03020504	NN	I-NP	B-Chemical
group	group	g601	NN	I-NP	O
and	and	a530	CC	O	O
0	0	0000	CD	B-NP	O
.	.	.000	.	O	O
55	55	0000	CD	B-NP	O
mg	mg	m200	NN	I-NP	O
per	per	p060	IN	B-PP	O
deciliter	deciliter	d02040306	NN	B-NP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
iohexol	iohexol	i0204	NN	I-NP	B-Chemical
group	group	g601	NN	I-NP	O
(	(	(000	(	O	O
P	P	p000	NN	B-NP	O
=	=	=000	SYM	B-VP	O
0	0	0000	CD	B-NP	O
.	.	.000	.	O	O
001	001	0000	CD	B-NP	O
;	;	;000	:	O	O
the	the	t000	DT	B-NP	O
increase	increase	i526020	NN	I-NP	O
with	with	w030	IN	B-PP	O
iodixanol	iodixanol	i03020504	NN	B-NP	B-Chemical
minus	minus	m0502	CC	O	O
the	the	t000	DT	B-NP	O
increase	increase	i526020	NN	I-NP	O
with	with	w030	IN	B-PP	O
iohexol	iohexol	i0204	NN	B-NP	B-Chemical
,	,	,000	,	O	O
-	-	-000	SYM	B-NP	O
0	0	0000	CD	I-NP	O
.	.	.000	SYM	I-NP	O
42	42	0000	CD	I-NP	O
mg	mg	m200	NN	I-NP	O
per	per	p060	IN	B-PP	O
deciliter	deciliter	d02040306	NN	B-NP	O
[	[	[000	(	O	O
95	95	0000	CD	B-NP	O
percent	percent	p062053	NN	I-NP	O
confidence	confidence	c051030520	NN	I-NP	O
interval	interval	i5306104	NN	I-NP	O
,	,	,000	,	O	O
-	-	-000	SYM	B-NP	O
0	0	0000	CD	I-NP	O
.	.	.000	SYM	I-NP	O
73	73	0000	CD	I-NP	O
to	to	t000	TO	B-PP	O
-	-	-000	SYM	B-NP	O
0	0	0000	CD	I-NP	O
.	.	.000	SYM	I-NP	O
22	22	0000	CD	I-NP	O
]	]	]000	)	O	O
)	)	)000	)	O	O
.	.	.000	.	O	O

Two	Two	t000	CD	B-NP	O
of	of	o100	IN	B-PP	O
the	the	t000	DT	B-NP	O
64	64	0000	CD	I-NP	O
patients	patient	p030532	NNS	I-NP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
iodixanol	iodixanol	i03020504	NN	I-NP	B-Chemical
group	group	g601	NN	I-NP	O
(	(	(000	(	O	O
3	3	3000	CD	B-NP	O
percent	percent	p062053	NN	I-NP	O
)	)	)000	)	O	O
had	have	h030	VBD	B-VP	O
an	an	a500	DT	B-NP	O
increase	increase	i526020	NN	I-NP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
creatinine	creatinine	c60305050	NN	I-NP	B-Chemical
concentration	concentration	c05205360305	NN	I-NP	O
of	of	o100	IN	B-PP	O
0	0	0000	CD	B-NP	O
.	.	.000	.	O	O
5	5	5000	CD	B-NP	O
mg	mg	m200	NN	I-NP	O
per	per	p060	IN	B-PP	O
deciliter	deciliter	d02040306	NN	B-NP	O
or	or	o600	CC	O	O
more	more	m060	JJR	B-NP	O
,	,	,000	,	O	O
as	as	a200	IN	B-SBAR	O
compared	compare	c0510603	VBN	B-PP	O
with	with	w030	IN	B-PP	O
17	17	0000	CD	B-NP	O
of	of	o100	IN	B-PP	O
the	the	t000	DT	B-NP	O
65	65	0000	CD	I-NP	O
patients	patient	p030532	NNS	I-NP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
iohexol	iohexol	i0204	NN	I-NP	B-Chemical
group	group	g601	NN	I-NP	O
(	(	(000	(	O	O
26	26	0000	CD	B-NP	O
percent	percent	p062053	NN	I-NP	O
)	)	)000	)	O	O
(	(	(000	(	O	O
P	P	p000	NN	B-NP	O
=	=	=000	SYM	B-VP	O
0	0	0000	CD	B-NP	O
.	.	.000	.	O	O
002	002	0000	CD	B-NP	O
;	;	;000	:	O	O
odds	odd	o320	VBZ	B-VP	O
ratio	ratio	r030	NN	B-NP	O
for	for	f060	IN	B-PP	O
such	such	s020	JJ	B-NP	O
an	an	a500	DT	I-NP	O
increase	increase	i526020	NN	I-NP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
iodixanol	iodixanol	i03020504	NN	I-NP	B-Chemical
group	group	g601	NN	I-NP	O
,	,	,000	,	O	O
0	0	0000	CD	B-NP	O
.	.	.000	.	I-NP	O
09	09	0000	CD	I-NP	O
[	[	[000	(	O	O
95	95	0000	CD	B-NP	O
percent	percent	p062053	NN	I-NP	O
confidence	confidence	c051030520	NN	I-NP	O
interval	interval	i5306104	NN	I-NP	O
,	,	,000	,	O	O
0	0	0000	CD	B-NP	O
.	.	.000	.	O	O
02	02	0000	CD	B-NP	O
to	to	t000	TO	B-PP	O
0	0	0000	CD	B-NP	O
.	.	.000	.	O	O
41	41	0000	CD	O	O
]	]	]000	)	O	O
)	)	)000	)	O	O
.	.	.000	.	O	O

No	No	n000	DT	B-NP	O
patient	patient	p03053	NN	I-NP	O
receiving	receive	r0201052	VBG	B-VP	O
iodixanol	iodixanol	i03020504	NN	B-NP	B-Chemical
had	have	h030	VBD	B-VP	O
an	an	a500	DT	B-NP	O
increase	increase	i526020	NN	I-NP	O
of	of	o100	IN	B-PP	O
1	1	1000	CD	B-NP	O
.	.	.000	.	O	O
0	0	0000	CD	B-NP	O
mg	mg	m200	NN	I-NP	O
per	per	p060	IN	B-PP	O
deciliter	deciliter	d02040306	NN	B-NP	O
or	or	o600	CC	O	O
more	more	m060	JJR	B-NP	O
,	,	,000	,	O	O
but	but	b030	CC	O	O
10	10	0000	CD	B-NP	O
patients	patient	p030532	NNS	I-NP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
iohexol	iohexol	i0204	NN	I-NP	B-Chemical
group	group	g601	NN	I-NP	O
(	(	(000	(	O	O
15	15	0000	CD	B-NP	O
percent	percent	p062053	NN	I-NP	O
)	)	)000	)	O	O
did	do	d030	VBD	B-VP	O
.	.	.000	.	O	O

The	The	t000	DT	B-NP	O
mean	mean	m050	JJ	I-NP	O
change	change	c0520	NN	I-NP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
creatinine	creatinine	c60305050	NN	I-NP	B-Chemical
concentration	concentration	c05205360305	NN	I-NP	O
from	from	f605	IN	B-PP	O
day	day	d000	NN	B-NP	O
0	0	0000	CD	I-NP	O
to	to	t000	TO	B-PP	O
day	day	d000	NN	B-NP	O
7	7	7000	CD	I-NP	O
was	be	w020	VBD	B-VP	O
0	0	0000	CD	B-NP	O
.	.	.000	.	O	O
07	07	0000	CD	B-NP	O
mg	mg	m200	NN	I-NP	O
per	per	p060	IN	B-PP	O
deciliter	deciliter	d02040306	NN	B-NP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
iodixanol	iodixanol	i03020504	NN	I-NP	B-Chemical
group	group	g601	NN	I-NP	O
and	and	a530	CC	O	O
0	0	0000	CD	B-NP	O
.	.	.000	.	O	O
24	24	0000	CD	B-NP	O
mg	mg	m200	NN	I-NP	O
per	per	p060	IN	B-PP	O
deciliter	deciliter	d02040306	NN	B-NP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
iohexol	iohexol	i0204	NN	I-NP	B-Chemical
group	group	g601	NN	I-NP	O
(	(	(000	(	O	O
P	P	p000	NN	B-NP	O
=	=	=000	SYM	B-VP	O
0	0	0000	CD	B-NP	O
.	.	.000	.	O	O
003	003	0000	CD	B-NP	O
;	;	;000	:	O	O
value	value	v040	NN	B-NP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
iodixanol	iodixanol	i03020504	NN	I-NP	B-Chemical
group	group	g601	NN	I-NP	O
minus	minus	m0502	CC	B-PP	O
the	the	t000	DT	B-NP	O
value	value	v040	NN	I-NP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
iohexol	iohexol	i0204	NN	I-NP	B-Chemical
group	group	g601	NN	I-NP	O
,	,	,000	,	O	O
-	-	-000	SYM	B-NP	O
0	0	0000	CD	I-NP	O
.	.	.000	SYM	I-NP	O
17	17	0000	CD	I-NP	O
mg	mg	m200	NN	I-NP	O
per	per	p060	IN	B-PP	O
deciliter	deciliter	d02040306	NN	B-NP	O
[	[	[000	(	O	O
95	95	0000	CD	B-NP	O
percent	percent	p062053	NN	I-NP	O
confidence	confidence	c051030520	NN	I-NP	O
interval	interval	i5306104	NN	I-NP	O
,	,	,000	,	O	O
-	-	-000	SYM	B-NP	O
0	0	0000	CD	I-NP	O
.	.	.000	SYM	I-NP	O
34	34	0000	CD	I-NP	O
to	to	t000	TO	B-PP	O
-	-	-000	SYM	B-NP	O
0	0	0000	CD	I-NP	O
.	.	.000	SYM	I-NP	O
07	07	0000	CD	I-NP	O
]	]	]000	)	O	O
)	)	)000	)	O	O
.	.	.000	.	O	O

CONCLUSIONS	CONCLUSIONS	c052402052	NNS	B-NP	O
:	:	:000	:	O	O
Nephropathy	Nephropathy	n010601030	NN	B-NP	B-Disease
induced	induce	i530203	VBN	B-VP	O
by	by	b000	IN	B-PP	O
contrast	contrast	c0536023	NN	B-NP	O
medium	medium	m0305	NN	I-NP	O
may	may	m000	MD	B-VP	O
be	be	b000	VB	I-VP	O
less	less	l020	RBR	B-ADJP	O
likely	likely	l02040	JJ	I-ADJP	O
to	to	t000	TO	B-VP	O
develop	develop	d010401	VB	I-VP	O
in	in	i500	IN	B-PP	O
high	high	h020	JJ	B-NP	O
-	-	-000	HYPH	I-NP	O
risk	risk	r020	NN	B-NP	O
patients	patient	p030532	NNS	I-NP	O
when	when	w050	WRB	B-ADVP	O
iodixanol	iodixanol	i03020504	NN	B-NP	B-Chemical
is	be	i200	VBZ	B-VP	O
used	use	u203	VBN	I-VP	O
rather	rather	r0306	RB	B-CONJP	O
than	than	t050	IN	I-CONJP	O
a	a	a000	DT	B-NP	O
low	low	l000	JJ	I-NP	O
-	-	-000	HYPH	I-NP	O
osmolar	osmolar	o250406	JJ	I-NP	O
,	,	,000	,	I-NP	O
nonionic	nonionic	n050502	JJ	I-NP	O
contrast	contrast	c0536023	NN	I-NP	O
medium	medium	m0305	NN	I-NP	O
.	.	.000	.	O	O

Protective	Protective	p603023010	JJ	B-NP	O
effect	effect	e1023	NN	I-NP	O
of	of	o100	IN	B-PP	O
edaravone	edaravone	e30601050	NN	B-NP	B-Chemical
against	against	a20523	IN	B-PP	O
streptomycin	streptomycin	s36013050205	NN	B-NP	B-Chemical
-	-	-000	HYPH	B-NP	O
induced	induce	i530203	VBN	I-NP	O
vestibulotoxicity	vestibulotoxicity	v0230104030202030	NN	I-NP	B-Disease
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
guinea	guinea	g050	NN	I-NP	O
pig	pig	p020	NN	I-NP	O
.	.	.000	.	O	O

This	This	t020	DT	B-NP	O
study	study	s3030	NN	I-NP	O
investigated	investigate	i51023020303	VBD	B-VP	O
alleviation	alleviation	a4010305	NN	B-NP	O
of	of	o100	IN	B-PP	O
streptomycin	streptomycin	s36013050205	NN	B-NP	B-Chemical
-	-	-000	HYPH	B-NP	O
induced	induce	i530203	VBN	I-NP	O
vestibulotoxicity	vestibulotoxicity	v0230104030202030	NN	I-NP	B-Disease
by	by	b000	IN	B-PP	O
edaravone	edaravone	e30601050	NN	B-NP	B-Chemical
in	in	i500	IN	B-PP	O
guinea	guinea	g050	NN	B-NP	O
pigs	pig	p020	NNS	I-NP	O
.	.	.000	.	O	O

Edaravone	Edaravone	e30601050	NN	B-NP	B-Chemical
,	,	,000	,	O	O
a	a	a000	DT	B-NP	O
free	free	f600	JJ	I-NP	O
radical	radical	r030204	NN	I-NP	O
scavenger	scavenger	s20105206	NN	I-NP	O
,	,	,000	,	O	O
has	have	h020	VBZ	B-VP	O
potent	potent	p03053	JJ	B-NP	O
free	free	f600	JJ	I-NP	O
radical	radical	r030204	NN	I-NP	O
quenching	quench	q052052	VBG	B-VP	O
action	action	a2305	NN	B-NP	O
and	and	a530	CC	O	O
is	be	i200	VBZ	B-VP	O
used	use	u203	VBN	I-VP	O
in	in	i500	IN	B-PP	O
clinical	clinical	c4050204	JJ	B-NP	O
practice	practice	p6023020	NN	I-NP	O
to	to	t000	TO	B-VP	O
treat	treat	t603	VB	I-VP	O
cerebral	cerebral	c0601604	JJ	B-NP	B-Disease
infarction	infarction	i51062305	NN	I-NP	I-Disease
.	.	.000	.	O	O

Streptomycin	Streptomycin	s36013050205	NN	B-NP	B-Chemical
was	be	w020	VBD	B-VP	O
administered	administer	a35050230603	VBN	I-VP	O
to	to	t000	TO	B-PP	O
the	the	t000	DT	B-NP	O
inner	inner	i506	JJ	I-NP	O
ear	ear	e060	NN	I-NP	O
by	by	b000	IN	B-PP	O
osmotic	osmotic	o250302	JJ	B-NP	O
pump	pump	p051	NN	I-NP	O
for	for	f060	IN	B-PP	O
24	24	0000	CD	B-NP	O
h	h	h000	NN	I-NP	O
,	,	,000	,	O	O
and	and	a530	CC	O	O
edaravone	edaravone	e30601050	NN	B-NP	B-Chemical
(	(	(000	(	O	O
n	n	n000	NN	B-NP	O
=	=	=000	SYM	B-VP	O
8	8	8000	CD	B-NP	O
)	)	)000	)	O	O
or	or	o600	CC	O	O
saline	saline	s04050	NN	B-NP	O
(	(	(000	(	O	O
n	n	n000	NN	B-NP	O
=	=	=000	SYM	B-VP	O
6	6	6000	CD	B-NP	O
)	)	)000	)	O	O
was	be	w020	VBD	B-VP	O
intraperitoneally	intraperitoneally	i53601060305040	RB	I-VP	O
injected	inject	i5202303	VBN	I-VP	O
once	once	o520	RB	B-ADVP	O
a	a	a000	DT	B-NP	O
day	day	d000	NN	I-NP	O
for	for	f060	IN	B-PP	O
7	7	7000	CD	B-NP	O
days	day	d020	NNS	I-NP	O
.	.	.000	.	O	O

We	We	w000	PRP	B-NP	O
observed	observe	o1206103	VBD	B-VP	O
horizontal	horizontal	h060205304	JJ	B-ADJP	O
vestibulo	vestibulo	v02301040	AFX	B-NP	O
-	-	-000	HYPH	I-NP	O
ocular	ocular	o20406	JJ	I-NP	O
reflex	reflex	r01402	NN	I-NP	O
as	as	a200	IN	B-PP	O
a	a	a000	DT	B-NP	O
marker	marker	m06206	NN	I-NP	O
of	of	o100	IN	B-PP	O
postoperative	postoperative	p023010603010	JJ	B-NP	O
vestibular	vestibular	v023010406	JJ	I-NP	O
function	function	f052305	NN	I-NP	O
.	.	.000	.	O	O

Animals	Animal	a505042	NNS	B-NP	O
injected	inject	i5202303	VBN	B-VP	O
with	with	w030	IN	B-PP	O
saline	saline	s04050	NN	B-NP	O
showed	show	s030	VBD	B-VP	O
statistically	statistically	s30302302040	RB	B-NP	O
smaller	small	s50406	JJR	I-NP	O
gains	gain	g052	NNS	I-NP	O
than	than	t050	IN	B-PP	O
those	those	t020	DT	B-NP	O
injected	inject	i5202303	VBN	B-VP	O
with	with	w030	IN	B-PP	O
edaravone	edaravone	e30601050	NN	B-NP	B-Chemical
.	.	.000	.	O	O

These	These	t020	DT	B-NP	O
results	result	r020432	NNS	I-NP	O
suggest	suggest	s02023	VBP	B-VP	O
that	that	t030	IN	B-SBAR	O
edaravone	edaravone	e30601050	NN	B-NP	B-Chemical
suppresses	suppress	s0160202	VBZ	B-VP	O
streptomycin	streptomycin	s36013050205	NN	B-NP	B-Chemical
-	-	-000	HYPH	B-NP	O
induced	induce	i530203	VBN	I-NP	O
vestibulotoxicity	vestibulotoxicity	v0230104030202030	NN	I-NP	B-Disease
.	.	.000	.	O	O

Levodopa	Levodopa	l0103010	NN	B-NP	B-Chemical
-	-	-000	HYPH	O	O
induced	induce	i530203	VBN	B-NP	O
oromandibular	oromandibular	o605053010406	JJ	I-NP	O
dystonia	dystonia	d023050	NN	I-NP	B-Disease
in	in	i500	IN	B-PP	O
progressive	progressive	p602602010	JJ	B-NP	B-Disease
supranuclear	supranuclear	s0160502406	JJ	I-NP	I-Disease
palsy	palsy	p0420	NN	I-NP	I-Disease
.	.	.000	.	O	O

Levodopa	Levodopa	l0103010	NN	B-NP	B-Chemical
-	-	-000	HYPH	B-NP	O
induced	induce	i530203	VBN	I-NP	O
dyskinesias	dyskinesia	d02050202	NNS	I-NP	B-Disease
have	have	h010	VBP	B-VP	O
been	be	b050	VBN	I-VP	O
reported	report	r0106303	VBN	I-VP	O
in	in	i500	IN	B-PP	O
Parkinson	Parkinson	p06205205	NNP	B-NP	B-Disease
'	'	'000	POS	B-NP	I-Disease
s	s	s000	NNS	I-NP	I-Disease
disease	disease	d02020	NN	I-NP	I-Disease
and	and	a530	CC	O	O
multiple	multiple	m0430140	JJ	B-NP	B-Disease
system	system	s02305	NN	I-NP	I-Disease
atrophy	atrophy	a36010	NN	I-NP	I-Disease
.	.	.000	.	O	O

Cranial	Cranial	c60504	JJ	B-NP	O
dystonias	dystonia	d0230502	NNS	I-NP	B-Disease
are	be	a600	VBP	B-VP	O
rare	rare	r060	JJ	B-ADJP	O
in	in	i500	IN	B-PP	O
patients	patient	p030532	NNS	B-NP	O
with	with	w030	IN	B-PP	O
progressive	progressive	p602602010	JJ	B-NP	B-Disease
supranuclear	supranuclear	s0160502406	JJ	I-NP	I-Disease
palsy	palsy	p0420	NN	I-NP	I-Disease
(	(	(000	(	O	O
PSP	PSP	p210	NN	B-NP	B-Disease
)	)	)000	)	O	O
.	.	.000	.	O	O

In	In	i500	IN	B-PP	O
this	this	t020	DT	B-NP	O
report	report	r01063	NN	I-NP	O
we	we	w000	PRP	B-NP	O
describe	describe	d026010	VBP	B-VP	O
an	an	a500	DT	B-NP	O
unusual	unusual	u50204	JJ	I-NP	O
case	case	c020	NN	I-NP	O
of	of	o100	IN	B-PP	O
reversible	reversible	r010620140	JJ	B-NP	O
levodopa	levodopa	l0103010	NN	I-NP	B-Chemical
-	-	-000	HYPH	O	O
induced	induce	i530203	VBN	B-NP	O
Oromandibular	Oromandibular	o605053010406	JJ	I-NP	B-Disease
dystonia	dystonia	d023050	NN	I-NP	I-Disease
(	(	(000	(	O	O
OMD	OMD	o530	NN	B-NP	B-Disease
)	)	)000	)	O	O
in	in	i500	IN	B-PP	O
a	a	a000	DT	B-NP	O
PSP	PSP	p210	NN	I-NP	B-Disease
patient	patient	p03053	NN	I-NP	O
to	to	t000	TO	B-VP	O
highlight	highlight	h02040203	VB	I-VP	O
the	the	t000	DT	B-NP	O
importance	importance	i510630520	NN	I-NP	O
of	of	o100	IN	B-PP	O
recognizing	recognize	r0202502052	VBG	B-VP	O
this	this	t020	DT	B-NP	O
drug	drug	d602	NN	I-NP	O
related	related	r040303	JJ	I-NP	O
complication	complication	c0514020305	NN	I-NP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
management	management	m050205053	NN	I-NP	O
of	of	o100	IN	B-PP	O
PSP	PSP	p210	NN	B-NP	B-Disease
,	,	,000	,	O	O
and	and	a530	CC	O	O
discuss	discuss	d0202	VBP	B-VP	O
the	the	t000	DT	B-NP	O
possible	possible	p020140	JJ	I-NP	O
underlying	underlie	u53064052	VBG	I-NP	O
pathophysiology	pathophysiology	p03010204020	NN	I-NP	O
.	.	.000	.	O	O

Case	Case	c020	NN	B-NP	O
report	report	r01063	NN	I-NP	O
:	:	:000	:	O	O
Dexatrim	Dexatrim	d0203605	NN	B-NP	B-Chemical
(	(	(000	(	O	O
Phenylpropanolamine	Phenylpropanolamine	p05041601050405050	NN	B-NP	B-Chemical
)	)	)000	)	O	O
as	as	a200	IN	B-PP	O
a	a	a000	DT	B-NP	O
cause	cause	c020	NN	I-NP	O
of	of	o100	IN	B-PP	O
myocardial	myocardial	m0206304	JJ	B-NP	B-Disease
infarction	infarction	i51062305	NN	I-NP	I-Disease
.	.	.000	.	O	O

Phenylpropanolamine	Phenylpropanolamine	p05041601050405050	NN	B-NP	B-Chemical
(	(	(000	(	O	O
PPA	PPA	p100	NN	B-NP	B-Chemical
)	)	)000	)	O	O
is	be	i200	VBZ	B-VP	O
a	a	a000	DT	B-NP	O
sympathetic	sympathetic	s051030302	JJ	I-NP	O
amine	amine	a5050	NN	I-NP	B-Chemical
used	use	u203	VBN	B-VP	O
in	in	i500	IN	B-PP	O
over	over	o106	IN	B-PP	O
-	-	-000	HYPH	B-NP	O
the	the	t000	DT	B-NP	O
-	-	-000	HYPH	I-NP	O
counter	counter	c05306	NN	I-NP	O
cold	cold	c043	JJ	I-NP	O
remedies	remedy	r050302	NNS	I-NP	O
and	and	a530	CC	O	O
weight	weight	w0203	NN	B-NP	O
-	-	-000	HYPH	I-NP	O
control	control	c053604	NN	I-NP	O
preparations	preparation	p6010603052	NNS	I-NP	O
worldwide	worldwide	w0643030	RB	B-ADVP	O
.	.	.000	.	O	O

Its	Its	i320	PRP$	B-NP	O
use	use	u200	NN	I-NP	O
has	have	h020	VBZ	B-VP	O
been	be	b050	VBN	I-VP	O
associated	associate	a2020303	VBN	I-VP	O
with	with	w030	IN	B-PP	O
hypertensive	hypertensive	h01063052010	JJ	B-NP	B-Disease
episodes	episode	e1020302	NNS	I-NP	O
and	and	a530	CC	O	O
hemorrhagic	hemorrhagic	h05060202	JJ	B-NP	B-Disease
strokes	stroke	s360202	NNS	I-NP	I-Disease
in	in	i500	IN	B-PP	O
younger	young	y05206	JJR	B-NP	O
women	woman	w0505	NNS	I-NP	O
.	.	.000	.	O	O

Several	Several	s010604	JJ	B-NP	O
reports	report	r010632	NNS	I-NP	O
have	have	h010	VBP	B-VP	O
linked	link	l05203	VBN	I-VP	O
the	the	t000	DT	B-NP	O
abuse	abuse	a1020	NN	I-NP	O
of	of	o100	IN	B-PP	O
PPA	PPA	p100	NN	B-NP	B-Chemical
with	with	w030	IN	B-PP	O
myocardial	myocardial	m0206304	JJ	B-NP	B-Disease
injury	injury	i52060	NN	I-NP	I-Disease
,	,	,000	,	O	O
especially	especially	e2102040	RB	B-ADVP	O
when	when	w050	WRB	B-ADVP	O
overdose	overdose	o1063020	NN	B-NP	B-Disease
is	be	i200	VBZ	B-VP	O
involved	involve	i5104103	VBN	I-VP	O
.	.	.000	.	O	O

We	We	w000	PRP	B-NP	O
report	report	r01063	VBP	B-VP	O
here	here	h060	RB	B-ADVP	O
the	the	t000	DT	B-NP	O
first	first	f0623	JJ	I-NP	O
case	case	c020	NN	I-NP	O
of	of	o100	IN	B-PP	O
Dexatrim	Dexatrim	d0203605	NN	B-NP	B-Chemical
(	(	(000	(	O	O
PPA	PPA	p100	NN	B-NP	B-Chemical
)	)	)000	)	O	O
-	-	-000	HYPH	O	O
induced	induce	i530203	VBN	B-NP	O
myocardial	myocardial	m0206304	JJ	I-NP	B-Disease
injury	injury	i52060	NN	I-NP	I-Disease
in	in	i500	IN	B-PP	O
a	a	a000	DT	B-NP	O
young	young	y052	JJ	I-NP	O
woman	woman	w0505	NN	I-NP	O
who	who	w000	WP	B-NP	O
was	be	w020	VBD	B-VP	O
using	use	u2052	VBG	I-VP	O
it	it	i300	PRP	B-NP	O
at	at	a300	IN	B-PP	O
recommended	recommend	r020505303	VBN	B-NP	O
doses	dose	d0202	NNS	I-NP	O
for	for	f060	IN	B-PP	O
weight	weight	w0203	NN	B-NP	O
control	control	c053604	NN	I-NP	O
.	.	.000	.	O	O

In	In	i500	IN	B-PP	O
addition	addition	a30305	NN	B-NP	O
,	,	,000	,	O	O
we	we	w000	PRP	B-NP	O
review	review	r010	VBP	B-VP	O
the	the	t000	DT	B-NP	O
7	7	7000	CD	I-NP	O
other	other	o306	JJ	I-NP	O
cases	case	c0202	NNS	I-NP	O
of	of	o100	IN	B-PP	O
PPA	PPA	p100	NN	B-NP	B-Chemical
related	related	r040303	JJ	I-NP	O
myocardial	myocardial	m0206304	JJ	I-NP	B-Disease
injury	injury	i52060	NN	I-NP	I-Disease
that	that	t030	WDT	B-NP	O
have	have	h010	VBP	B-VP	O
been	be	b050	VBN	I-VP	O
reported	report	r0106303	VBN	I-VP	O
so	so	s000	RB	B-ADVP	O
far	far	f060	RB	I-ADVP	O
.	.	.000	.	O	O

Physicians	Physician	p0202052	NNS	B-NP	O
and	and	a530	CC	I-NP	O
patients	patient	p030532	NNS	I-NP	O
should	should	s043	MD	B-VP	O
be	be	b000	VB	I-VP	O
alert	alert	a4063	JJ	B-ADJP	O
to	to	t000	TO	B-PP	O
the	the	t000	DT	B-NP	O
potential	potential	p0305304	JJ	I-NP	O
cardiac	cardiac	c06302	JJ	I-NP	O
risk	risk	r020	NN	I-NP	O
associated	associate	a2020303	VBN	B-VP	O
with	with	w030	IN	B-PP	O
the	the	t000	DT	B-NP	O
use	use	u200	NN	I-NP	O
of	of	o100	IN	B-PP	O
PPA	PPA	p100	NN	B-NP	B-Chemical
,	,	,000	,	O	O
even	even	e105	RB	B-ADVP	O
at	at	a300	IN	B-PP	O
doses	dose	d0202	NNS	B-NP	O
generally	generally	g0506040	RB	B-VP	O
considered	consider	c052030603	VBN	I-VP	O
to	to	t000	TO	I-VP	O
be	be	b000	VB	I-VP	O
safe	safe	s010	JJ	B-ADJP	O
.	.	.000	.	O	O

Differential	Differential	d010605304	JJ	B-NP	O
diagnosis	diagnosis	d0250202	NN	I-NP	O
of	of	o100	IN	B-PP	O
high	high	h020	JJ	B-NP	O
serum	serum	s0605	NN	I-NP	O
creatine	creatine	c603050	NN	I-NP	B-Chemical
kinase	kinase	k05020	NN	I-NP	O
levels	level	l01042	NNS	I-NP	O
in	in	i500	IN	B-PP	O
systemic	systemic	s0230502	JJ	B-NP	B-Disease
